checking_account_status,duration,credit_history,purpose,credit_amount,savings,present_employment,installment_rate,personal,other_debtors,present_residence,property,age,other_installment_plans,housing,existing_credits,job,dependents,telephone,foreign_worker,customer_type
012,12,032,042,951.0,062,072,4.0,092,0101,4.0,0123,27.0,0141,0151,4.0,0173,1,0191,0201,2
012,24,032,041,2760.0,065,075,4.0,093,0101,4.0,0124,36.0,0141,0153,1.0,0173,1,0192,0201,1
012,18,033,042,4297.0,061,075,4.0,091,0101,3.0,0124,40.0,0143,0152,1.0,0174,1,0192,0201,2
014,9,034,046,936.0,063,075,4.0,093,0101,2.0,0123,52.0,0143,0152,2.0,0173,1,0192,0201,1
011,12,032,040,1168.0,061,073,4.0,094,0101,3.0,0121,27.0,0143,0152,1.0,0172,1,0191,0201,1
014,27,033,049,5117.0,061,074,3.0,093,0101,4.0,0123,26.0,0143,0152,2.0,0173,1,0191,0201,1
011,12,032,048,902.0,061,074,4.0,094,0101,4.0,0122,21.0,0143,0151,1.0,0173,1,0191,0201,2
014,12,034,040,1495.0,061,075,4.0,093,0101,1.0,0121,38.0,0143,0152,2.0,0172,2,0191,0201,1
011,30,034,041,10623.0,061,075,3.0,093,0101,4.0,0124,38.0,0143,0153,3.0,0174,2,0192,0201,1
014,12,034,042,1935.0,061,075,4.0,093,0101,4.0,0121,43.0,0143,0152,3.0,0173,1,0192,0201,1
012,12,034,044,1424.0,061,074,4.0,093,0101,3.0,0122,26.0,0143,0152,1.0,0173,1,0191,0201,1
011,24,032,049,6568.0,061,073,2.0,094,0101,2.0,0123,21.0,0142,0152,1.0,0172,1,0191,0201,1
014,12,032,041,1413.0,064,074,3.0,093,0101,2.0,0122,55.0,0143,0152,1.0,0173,1,0191,0202,1
014,9,034,043,3074.0,065,073,1.0,093,0101,2.0,0121,33.0,0143,0152,2.0,0173,2,0191,0201,1
014,36,032,043,3835.0,065,075,2.0,092,0101,4.0,0121,45.0,0143,0152,1.0,0172,1,0192,0201,1
011,27,030,049,5293.0,061,071,2.0,093,0101,4.0,0122,50.0,0142,0152,2.0,0173,1,0192,0201,2
013,30,033,049,1908.0,061,075,4.0,093,0101,4.0,0121,66.0,0143,0152,1.0,0174,1,0192,0201,2
014,36,034,043,3342.0,065,075,4.0,093,0101,2.0,0123,51.0,0143,0152,1.0,0173,1,0192,0201,1
012,6,034,048,932.0,065,074,1.0,092,0101,3.0,0122,39.0,0143,0152,2.0,0172,1,0191,0201,1
011,18,030,049,3104.0,061,074,3.0,093,0101,1.0,0122,31.0,0141,0152,1.0,0173,1,0192,0201,1
013,36,032,043,3913.0,061,073,2.0,093,0101,2.0,0121,23.0,0143,0152,1.0,0173,1,0192,0201,1
011,24,032,042,3021.0,061,073,2.0,091,0101,2.0,0121,24.0,0143,0151,1.0,0172,1,0191,0201,1
014,10,032,040,1364.0,061,073,2.0,092,0101,4.0,0123,64.0,0143,0152,1.0,0173,1,0192,0201,1
012,12,032,043,625.0,061,072,4.0,094,0103,1.0,0121,26.0,0141,0152,1.0,0172,1,0191,0201,1
011,12,032,046,1200.0,065,073,4.0,092,0101,4.0,0122,23.0,0141,0151,1.0,0173,1,0192,0201,1
014,12,032,043,707.0,061,073,4.0,093,0101,2.0,0121,30.0,0141,0152,2.0,0173,1,0191,0201,1
014,24,033,049,2978.0,065,073,4.0,093,0101,4.0,0121,32.0,0143,0152,2.0,0173,2,0192,0201,1
014,15,032,041,4657.0,061,073,3.0,093,0101,2.0,0123,30.0,0143,0152,1.0,0173,1,0192,0201,1
014,36,030,045,2613.0,061,073,4.0,093,0101,2.0,0123,27.0,0143,0152,2.0,0173,1,0191,0201,1
012,48,032,043,10961.0,064,074,1.0,093,0102,2.0,0124,27.0,0141,0152,2.0,0173,1,0192,0201,2
011,12,032,042,7865.0,061,075,4.0,093,0101,4.0,0124,53.0,0143,0153,1.0,0174,1,0192,0201,2
014,9,032,043,1478.0,061,074,4.0,093,0101,2.0,0123,22.0,0143,0152,1.0,0173,1,0191,0201,2
011,24,032,042,3149.0,061,072,4.0,093,0101,1.0,0124,22.0,0141,0153,1.0,0173,1,0191,0201,1
013,36,032,043,4210.0,061,073,4.0,093,0101,2.0,0123,26.0,0143,0152,1.0,0173,1,0191,0201,2
014,9,032,040,2507.0,063,075,2.0,093,0101,4.0,0124,51.0,0143,0153,1.0,0172,1,0191,0201,1
014,12,032,043,2141.0,062,074,3.0,093,0101,1.0,0124,35.0,0143,0152,1.0,0173,1,0191,0201,1
012,18,032,043,866.0,061,073,4.0,094,0103,2.0,0121,25.0,0143,0152,1.0,0172,1,0191,0201,1
014,4,034,043,1544.0,061,074,2.0,093,0101,1.0,0121,42.0,0143,0152,3.0,0172,2,0191,0201,1
011,24,032,043,1823.0,061,071,4.0,093,0101,2.0,0123,30.0,0142,0152,1.0,0174,2,0191,0201,2
012,6,032,040,14555.0,065,071,1.0,093,0101,2.0,0122,23.0,0143,0152,1.0,0171,1,0192,0201,2
012,21,032,049,2767.0,062,075,4.0,091,0101,2.0,0123,61.0,0141,0151,2.0,0172,1,0191,0201,2
014,12,034,043,1291.0,061,073,4.0,092,0101,2.0,0122,35.0,0143,0152,2.0,0173,1,0191,0201,1
011,30,032,043,2522.0,061,075,1.0,093,0103,3.0,0122,39.0,0143,0152,1.0,0173,2,0191,0201,1
011,24,032,040,915.0,065,075,4.0,092,0101,2.0,0123,29.0,0141,0152,1.0,0173,1,0191,0201,2
014,6,032,043,1595.0,061,074,3.0,093,0101,2.0,0122,51.0,0143,0152,1.0,0173,2,0191,0201,1
011,48,030,041,4605.0,061,075,3.0,093,0101,4.0,0124,24.0,0143,0153,2.0,0173,2,0191,0201,2
014,12,034,049,1185.0,061,073,3.0,092,0101,2.0,0121,27.0,0143,0152,2.0,0173,1,0191,0201,1
014,12,031,048,3447.0,063,073,4.0,092,0101,3.0,0121,35.0,0143,0152,1.0,0172,2,0191,0201,1
014,24,032,049,1258.0,061,074,4.0,093,0101,1.0,0121,25.0,0143,0152,1.0,0173,1,0192,0201,1
014,12,034,043,717.0,061,075,4.0,093,0101,4.0,0121,52.0,0143,0152,3.0,0173,1,0191,0201,1
014,6,030,040,1204.0,062,073,4.0,093,0101,1.0,0124,35.0,0141,0151,1.0,0173,1,0191,0202,1
013,24,032,042,1925.0,061,073,2.0,093,0101,2.0,0121,26.0,0143,0152,1.0,0173,1,0191,0201,1
014,18,032,043,433.0,061,071,3.0,092,0102,4.0,0121,22.0,0143,0151,1.0,0173,1,0191,0201,2
011,6,034,040,666.0,064,074,3.0,092,0101,4.0,0121,39.0,0143,0152,2.0,0172,1,0192,0201,1
013,12,032,042,2251.0,061,073,1.0,092,0101,2.0,0123,46.0,0143,0152,1.0,0172,1,0191,0201,1
012,30,032,040,2150.0,061,073,4.0,092,0103,2.0,0124,24.0,0141,0152,1.0,0173,1,0191,0201,2
014,24,033,042,4151.0,062,073,2.0,093,0101,3.0,0122,35.0,0143,0152,2.0,0173,1,0191,0201,1
012,9,032,042,2030.0,065,074,2.0,093,0101,1.0,0123,24.0,0143,0152,1.0,0173,1,0192,0201,1
012,60,033,043,7418.0,065,073,1.0,093,0101,1.0,0121,27.0,0143,0152,1.0,0172,1,0191,0201,1
014,24,034,043,2684.0,061,073,4.0,093,0101,2.0,0121,35.0,0143,0152,2.0,0172,1,0191,0201,1
011,12,031,043,2149.0,061,073,4.0,091,0101,1.0,0124,29.0,0143,0153,1.0,0173,1,0191,0201,2
014,15,032,041,3812.0,062,072,1.0,092,0101,4.0,0123,23.0,0143,0152,1.0,0173,1,0192,0201,1
014,11,034,043,1154.0,062,071,4.0,092,0101,4.0,0121,57.0,0143,0152,3.0,0172,1,0191,0201,1
011,12,032,042,1657.0,061,073,2.0,093,0101,2.0,0121,27.0,0143,0152,1.0,0173,1,0191,0201,1
011,24,032,043,1603.0,061,075,4.0,092,0101,4.0,0123,55.0,0143,0152,1.0,0173,1,0191,0201,1
011,18,034,040,5302.0,061,075,2.0,093,0101,4.0,0124,36.0,0143,0153,3.0,0174,1,0192,0201,1
014,12,034,046,2748.0,061,075,2.0,092,0101,4.0,0124,57.0,0141,0153,3.0,0172,1,0191,0201,1
014,10,034,040,1231.0,061,075,3.0,093,0101,4.0,0121,32.0,0143,0152,2.0,0172,2,0191,0202,1
012,15,032,043,802.0,061,075,4.0,093,0101,3.0,0123,37.0,0143,0152,1.0,0173,2,0191,0201,2
014,36,034,049,6304.0,065,075,4.0,093,0101,4.0,0121,36.0,0143,0152,2.0,0173,1,0191,0201,1
014,24,032,043,1533.0,061,072,4.0,092,0101,3.0,0123,38.0,0142,0152,1.0,0173,1,0192,0201,1
011,14,032,040,8978.0,061,075,1.0,091,0101,4.0,0122,45.0,0143,0152,1.0,0174,1,0192,0202,2
014,24,032,043,999.0,065,075,4.0,093,0101,2.0,0123,25.0,0143,0152,2.0,0173,1,0191,0201,1
014,18,032,040,2662.0,065,074,4.0,093,0101,3.0,0122,32.0,0143,0152,1.0,0173,1,0191,0202,1
014,12,034,042,1402.0,063,074,3.0,092,0101,4.0,0123,37.0,0143,0151,1.0,0173,1,0192,0201,1
012,48,031,040,12169.0,065,071,4.0,093,0102,4.0,0124,36.0,0143,0153,1.0,0174,1,0192,0201,1
012,48,032,043,3060.0,061,074,4.0,093,0101,4.0,0121,28.0,0143,0152,2.0,0173,1,0191,0201,2
011,30,032,045,11998.0,061,072,1.0,091,0101,1.0,0124,34.0,0143,0152,1.0,0172,1,0192,0201,2
014,9,032,043,2697.0,061,073,1.0,093,0101,2.0,0121,32.0,0143,0152,1.0,0173,2,0191,0201,1
014,18,034,043,2404.0,061,073,2.0,092,0101,2.0,0123,26.0,0143,0152,2.0,0173,1,0191,0201,1
011,12,032,042,1262.0,065,075,2.0,091,0101,4.0,0122,49.0,0143,0152,1.0,0172,1,0192,0201,1
014,6,032,042,4611.0,061,072,1.0,092,0101,4.0,0122,32.0,0143,0152,1.0,0173,1,0191,0201,2
014,24,032,043,1901.0,062,073,4.0,093,0101,4.0,0123,29.0,0143,0151,1.0,0174,1,0192,0201,1
014,15,034,041,3368.0,064,075,3.0,093,0101,4.0,0124,23.0,0143,0151,2.0,0173,1,0192,0201,1
014,12,032,042,1574.0,061,073,4.0,093,0101,2.0,0121,50.0,0143,0152,1.0,0173,1,0191,0201,1
013,18,031,043,1445.0,065,074,4.0,093,0101,4.0,0123,49.0,0141,0152,1.0,0172,1,0191,0201,1
014,15,034,042,1520.0,065,075,4.0,093,0101,4.0,0122,63.0,0143,0152,1.0,0173,1,0191,0201,1
012,24,034,040,3878.0,062,072,4.0,091,0101,2.0,0123,37.0,0143,0152,1.0,0173,1,0192,0201,1
011,47,032,040,10722.0,061,072,1.0,092,0101,1.0,0121,35.0,0143,0152,1.0,0172,1,0192,0201,1
011,48,032,041,4788.0,061,074,4.0,093,0101,3.0,0122,26.0,0143,0152,1.0,0173,2,0191,0201,1
012,48,033,0410,7582.0,062,071,2.0,093,0101,4.0,0124,31.0,0143,0153,1.0,0174,1,0192,0201,1
012,12,032,043,1092.0,061,073,4.0,092,0103,4.0,0121,49.0,0143,0152,2.0,0173,1,0192,0201,1
011,24,033,043,1024.0,061,072,4.0,094,0101,4.0,0121,48.0,0142,0152,1.0,0173,1,0191,0201,2
014,12,032,049,1076.0,061,073,2.0,094,0101,2.0,0121,26.0,0143,0152,1.0,0173,1,0192,0202,1
012,36,032,041,9398.0,061,072,1.0,094,0101,4.0,0123,28.0,0143,0151,1.0,0174,1,0192,0201,2
011,24,034,041,6419.0,061,075,2.0,092,0101,4.0,0124,44.0,0143,0153,2.0,0174,2,0192,0201,1
013,42,034,041,4796.0,061,075,4.0,093,0101,4.0,0124,56.0,0143,0153,1.0,0173,1,0191,0201,1
014,48,034,049,7629.0,065,075,4.0,091,0101,2.0,0123,46.0,0141,0152,2.0,0174,2,0191,0201,1
012,48,032,042,9960.0,061,072,1.0,092,0101,2.0,0123,26.0,0143,0152,1.0,0173,1,0192,0201,2
014,12,032,041,4675.0,065,072,1.0,092,0101,4.0,0123,20.0,0143,0151,1.0,0173,1,0191,0201,1
014,10,032,040,1287.0,065,075,4.0,093,0102,2.0,0122,45.0,0143,0152,1.0,0172,1,0191,0202,1
014,18,032,042,2515.0,061,073,3.0,093,0101,4.0,0121,43.0,0143,0152,1.0,0173,1,0192,0201,1
012,21,034,042,2745.0,064,074,3.0,093,0101,2.0,0123,32.0,0143,0152,2.0,0173,1,0192,0201,1
014,6,032,040,672.0,061,071,1.0,092,0101,4.0,0121,54.0,0143,0152,1.0,0171,1,0192,0201,1
012,36,030,043,3804.0,061,073,4.0,092,0101,1.0,0123,42.0,0143,0152,1.0,0173,1,0192,0201,2
013,24,034,040,1344.0,065,074,4.0,093,0101,2.0,0121,37.0,0141,0152,2.0,0172,2,0191,0201,2
011,10,034,040,1038.0,061,074,4.0,093,0102,3.0,0122,49.0,0143,0152,2.0,0173,1,0192,0201,1
014,48,034,040,10127.0,063,073,2.0,093,0101,2.0,0124,44.0,0141,0153,1.0,0173,1,0191,0201,2
014,6,032,042,1543.0,064,073,4.0,091,0101,2.0,0121,33.0,0143,0152,1.0,0173,1,0191,0201,1
014,30,032,041,4811.0,065,074,2.0,092,0101,4.0,0122,24.0,0142,0151,1.0,0172,1,0191,0201,1
011,12,032,043,727.0,062,072,4.0,094,0101,3.0,0124,33.0,0143,0152,1.0,0172,1,0192,0201,2
012,8,032,042,1237.0,061,073,3.0,092,0101,4.0,0121,24.0,0143,0152,1.0,0173,1,0191,0201,2
012,9,032,040,276.0,061,073,4.0,094,0101,4.0,0121,22.0,0143,0151,1.0,0172,1,0191,0201,1
012,48,032,0410,5381.0,065,071,3.0,093,0101,4.0,0124,40.0,0141,0153,1.0,0171,1,0192,0201,1
014,24,032,042,5511.0,062,073,4.0,093,0101,1.0,0123,25.0,0142,0152,1.0,0173,1,0191,0201,1
013,24,032,042,3749.0,061,072,2.0,092,0101,4.0,0123,26.0,0143,0152,1.0,0173,1,0191,0201,1
012,12,032,040,685.0,061,074,2.0,094,0101,3.0,0123,25.0,0141,0152,1.0,0172,1,0191,0201,2
013,4,032,040,1494.0,065,072,1.0,093,0101,2.0,0121,29.0,0143,0152,1.0,0172,2,0191,0202,1
011,36,031,042,2746.0,061,075,4.0,093,0101,4.0,0123,31.0,0141,0152,1.0,0173,1,0191,0201,2
011,12,032,042,708.0,061,073,2.0,093,0103,3.0,0122,38.0,0143,0152,1.0,0172,2,0191,0201,1
012,24,032,042,4351.0,065,073,1.0,092,0101,4.0,0122,48.0,0143,0152,1.0,0172,1,0192,0201,1
014,12,034,046,701.0,061,073,4.0,093,0101,2.0,0123,32.0,0143,0152,2.0,0173,1,0191,0201,1
011,15,033,042,3643.0,061,075,1.0,092,0101,4.0,0122,27.0,0143,0152,2.0,0172,1,0191,0201,1
012,30,034,040,4249.0,061,071,4.0,094,0101,2.0,0123,28.0,0143,0152,2.0,0174,1,0191,0201,2
011,24,032,043,1938.0,061,072,4.0,091,0101,3.0,0122,32.0,0143,0152,1.0,0173,1,0191,0201,2
011,24,032,041,2910.0,061,074,2.0,093,0101,1.0,0124,34.0,0143,0153,1.0,0174,1,0192,0201,1
011,18,032,042,2659.0,064,073,4.0,093,0101,2.0,0123,28.0,0143,0152,1.0,0173,1,0191,0201,1
014,18,034,040,1028.0,061,073,4.0,092,0101,3.0,0121,36.0,0143,0152,2.0,0173,1,0191,0201,1
011,8,034,040,3398.0,061,074,1.0,093,0101,4.0,0121,39.0,0143,0152,2.0,0172,1,0191,0202,1
014,12,034,042,5801.0,065,075,2.0,093,0101,4.0,0122,49.0,0143,0151,1.0,0173,1,0192,0201,1
014,24,032,040,1525.0,064,074,4.0,092,0101,3.0,0123,34.0,0143,0152,1.0,0173,2,0192,0201,1
013,36,032,043,4473.0,061,075,4.0,093,0101,2.0,0123,31.0,0143,0152,1.0,0173,1,0191,0201,1
012,6,032,043,1068.0,061,075,4.0,093,0101,4.0,0123,28.0,0143,0152,1.0,0173,2,0191,0201,1
011,24,034,041,6615.0,061,071,2.0,093,0101,4.0,0124,75.0,0143,0153,2.0,0174,1,0192,0201,1
014,18,034,046,1864.0,062,073,4.0,092,0101,2.0,0121,30.0,0143,0152,2.0,0173,1,0191,0201,2
012,60,032,040,7408.0,062,072,4.0,092,0101,2.0,0122,24.0,0143,0152,1.0,0174,1,0191,0201,2
014,48,034,041,11590.0,062,073,2.0,092,0101,4.0,0123,24.0,0141,0151,2.0,0172,1,0191,0201,2
011,24,030,042,4110.0,061,075,3.0,093,0101,4.0,0124,23.0,0141,0151,2.0,0173,2,0191,0201,2
011,6,034,042,3384.0,061,073,1.0,091,0101,4.0,0121,44.0,0143,0151,1.0,0174,1,0192,0201,2
012,13,032,043,2101.0,061,072,2.0,092,0103,4.0,0122,23.0,0143,0152,1.0,0172,1,0191,0201,1
011,15,032,044,1275.0,065,073,4.0,092,0101,2.0,0123,24.0,0143,0151,1.0,0173,1,0191,0201,2
011,24,032,042,4169.0,061,073,4.0,093,0101,4.0,0122,28.0,0143,0152,1.0,0173,1,0191,0201,1
012,10,032,042,1521.0,061,073,4.0,091,0101,2.0,0123,31.0,0143,0152,1.0,0172,1,0191,0201,1
012,24,034,046,5743.0,061,072,2.0,092,0101,4.0,0124,24.0,0143,0153,2.0,0173,1,0192,0201,1
011,21,032,042,3599.0,061,074,1.0,092,0101,4.0,0123,26.0,0143,0151,1.0,0172,1,0191,0201,1
012,18,032,043,3213.0,063,072,1.0,094,0101,3.0,0121,25.0,0143,0151,1.0,0173,1,0191,0201,1
012,18,032,049,4439.0,061,075,1.0,093,0102,1.0,0121,33.0,0141,0152,1.0,0174,1,0192,0201,1
013,10,032,040,3949.0,061,072,1.0,093,0103,1.0,0122,37.0,0143,0152,1.0,0172,2,0191,0201,1
014,15,034,043,1459.0,061,073,4.0,092,0101,2.0,0123,43.0,0143,0152,1.0,0172,1,0191,0201,1
012,13,034,043,882.0,061,072,4.0,093,0103,4.0,0121,23.0,0143,0152,2.0,0173,1,0191,0201,1
012,24,032,043,3758.0,063,071,1.0,092,0101,4.0,0124,23.0,0143,0151,1.0,0171,1,0191,0201,1
014,6,033,049,1743.0,062,073,1.0,093,0101,2.0,0121,34.0,0143,0152,2.0,0172,1,0191,0201,1
012,9,034,046,1136.0,064,075,4.0,093,0101,3.0,0124,32.0,0143,0153,2.0,0173,2,0191,0201,2
014,9,032,044,1236.0,061,072,1.0,092,0101,4.0,0121,23.0,0143,0151,1.0,0173,1,0192,0201,1
012,9,032,042,959.0,061,073,1.0,092,0101,2.0,0123,29.0,0143,0152,1.0,0173,1,0191,0202,2
014,18,034,041,3229.0,065,071,2.0,093,0101,4.0,0124,38.0,0143,0152,1.0,0174,1,0192,0201,1
011,12,030,043,6199.0,061,073,4.0,093,0101,2.0,0122,28.0,0143,0151,2.0,0173,1,0192,0201,2
014,10,032,046,727.0,063,075,4.0,093,0101,4.0,0124,46.0,0143,0153,1.0,0173,1,0192,0201,1
012,24,032,040,1246.0,061,072,4.0,093,0101,2.0,0121,23.0,0142,0152,1.0,0172,1,0191,0201,2
014,12,034,043,2331.0,065,075,1.0,093,0102,4.0,0121,49.0,0143,0152,1.0,0173,1,0192,0201,1
014,36,033,043,4463.0,061,073,4.0,093,0101,2.0,0123,26.0,0143,0152,2.0,0174,1,0192,0201,2
014,12,032,043,776.0,061,073,4.0,094,0101,2.0,0121,28.0,0143,0152,1.0,0173,1,0191,0201,1
011,30,032,042,2406.0,061,074,4.0,092,0101,4.0,0121,23.0,0143,0151,1.0,0173,1,0191,0201,2
012,18,032,046,1239.0,065,073,4.0,093,0101,4.0,0124,61.0,0143,0153,1.0,0173,1,0191,0201,1
013,12,032,043,3399.0,065,075,2.0,093,0101,3.0,0123,37.0,0143,0152,1.0,0174,1,0191,0201,1
013,12,033,040,2247.0,061,073,2.0,092,0101,2.0,0123,36.0,0142,0152,2.0,0173,1,0192,0201,1
014,6,032,042,1766.0,061,073,1.0,094,0101,2.0,0122,21.0,0143,0151,1.0,0173,1,0191,0201,1
011,18,032,042,2473.0,061,071,4.0,093,0101,1.0,0123,25.0,0143,0152,1.0,0171,1,0191,0201,2
014,12,032,049,1542.0,061,074,2.0,093,0101,4.0,0123,36.0,0143,0152,1.0,0173,1,0192,0201,1
014,18,034,041,3850.0,061,074,3.0,093,0101,1.0,0123,27.0,0143,0152,2.0,0173,1,0191,0201,1
011,18,032,042,3650.0,061,072,1.0,092,0101,4.0,0123,22.0,0143,0151,1.0,0173,1,0191,0201,1
011,36,032,042,3446.0,061,075,4.0,093,0101,2.0,0123,42.0,0143,0152,1.0,0173,2,0191,0201,2
012,18,032,042,3001.0,061,074,2.0,092,0101,4.0,0121,40.0,0143,0151,1.0,0173,1,0191,0201,1
014,36,032,040,3079.0,065,073,4.0,093,0101,4.0,0121,36.0,0143,0152,1.0,0173,1,0191,0201,1
014,18,034,043,6070.0,061,075,3.0,093,0101,4.0,0123,33.0,0143,0152,2.0,0173,1,0192,0201,1
014,10,034,042,2146.0,061,072,1.0,092,0101,3.0,0121,23.0,0143,0151,2.0,0173,1,0191,0201,1
014,60,034,040,13756.0,065,075,2.0,093,0101,4.0,0124,63.0,0141,0153,1.0,0174,1,0192,0201,1
012,60,031,0410,14782.0,062,075,3.0,092,0101,4.0,0124,60.0,0141,0153,2.0,0174,1,0192,0201,2
011,48,031,049,7685.0,061,074,2.0,092,0103,4.0,0123,37.0,0143,0151,1.0,0173,1,0191,0201,2
014,18,033,043,2320.0,061,071,2.0,094,0101,3.0,0121,34.0,0143,0152,2.0,0173,1,0191,0201,1
014,7,033,043,846.0,065,075,3.0,093,0101,4.0,0124,36.0,0143,0153,1.0,0173,1,0191,0201,1
012,36,032,040,14318.0,061,075,4.0,093,0101,2.0,0124,57.0,0143,0153,1.0,0174,1,0192,0201,2
014,6,034,040,362.0,062,073,4.0,092,0101,4.0,0123,52.0,0143,0152,2.0,0172,1,0191,0201,1
011,20,032,042,2212.0,065,074,4.0,093,0101,4.0,0123,39.0,0143,0152,1.0,0173,1,0192,0201,1
012,18,032,041,12976.0,061,071,3.0,092,0101,4.0,0124,38.0,0143,0153,1.0,0174,1,0192,0201,2
014,22,032,040,1283.0,065,074,4.0,092,0101,4.0,0122,25.0,0143,0151,1.0,0173,1,0191,0201,1
013,12,032,040,1330.0,061,072,4.0,093,0101,1.0,0121,26.0,0143,0152,1.0,0173,1,0191,0201,1
014,30,033,049,4272.0,062,073,2.0,093,0101,2.0,0122,26.0,0143,0152,2.0,0172,1,0191,0201,1
014,18,034,043,2238.0,061,073,2.0,092,0101,1.0,0123,25.0,0143,0152,2.0,0173,1,0191,0201,1
014,18,032,043,1126.0,065,072,4.0,092,0101,2.0,0121,21.0,0143,0151,1.0,0173,1,0192,0201,1
012,18,034,042,7374.0,061,071,4.0,093,0101,4.0,0122,40.0,0142,0152,2.0,0174,1,0192,0201,1
012,15,034,049,2326.0,063,073,2.0,093,0101,4.0,0123,27.0,0141,0152,1.0,0173,1,0191,0201,1
014,9,032,049,1449.0,061,074,3.0,092,0101,2.0,0123,27.0,0143,0152,2.0,0173,1,0191,0201,1
014,18,032,040,1820.0,061,073,2.0,094,0101,2.0,0122,30.0,0143,0152,1.0,0174,1,0192,0201,1
012,12,032,042,983.0,064,072,1.0,092,0101,4.0,0121,19.0,0143,0151,1.0,0172,1,0191,0201,1
011,36,032,040,3249.0,061,074,2.0,093,0101,4.0,0124,39.0,0141,0153,1.0,0174,2,0192,0201,1
011,6,034,043,1957.0,061,074,1.0,092,0101,4.0,0123,31.0,0143,0152,1.0,0173,1,0191,0201,1
014,9,034,042,2406.0,061,071,2.0,093,0101,3.0,0123,31.0,0143,0152,1.0,0174,1,0191,0201,1
012,39,033,046,11760.0,062,074,2.0,093,0101,3.0,0124,32.0,0143,0151,1.0,0173,1,0192,0201,1
011,12,032,042,2578.0,061,071,3.0,092,0101,4.0,0124,55.0,0143,0153,1.0,0174,1,0191,0201,1
